Type,City Name,County Name,Old Rate,New Rate,Effective Date,Report Month,Report Year,Report Period Type
SPD List,Gregg Co ESD 2,,0.000,1.500,04/01/2020,4,2021,MONTHLY
SPD List,Bexar Co ESD 4,,0.000,1.500,04/01/2020,4,2021,MONTHLY
City List,Port Arthur,Jefferson,1.375,1.500,04/01/2021,4,2021,MONTHLY
City List,Anton,Hockley,1.000,2.000,04/01/2021,4,2021,MONTHLY
City List,Argyle,Denton,1.750,1.500,04/01/2021,4,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 18,,0.000,2.000,04/01/2021,4,2021,MONTHLY
City List,Mobile City,Rockwall,1.000,1.500,04/01/2020,4,2021,MONTHLY
City List,Follett,Lipscomb,2.000,1.500,01/01/2021,4,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 21,,0.000,2.000,04/01/2021,4,2021,MONTHLY
SPD List,Brazos Co ESD 2,,0.000,1.500,04/01/2021,4,2021,MONTHLY
SPD List,Smith Co ESD 2-A,,0.000,0.500,04/01/2020,4,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 2,,0.000,2.000,04/01/2020,4,2021,MONTHLY
SPD List,Caldwell Co ESD 3-A,,0.000,0.250,04/01/2020,5,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 3,,0.000,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Smith Co ESD 2-B,,0.000,0.250,04/01/2020,5,2021,MONTHLY
City List,Asherton,Dimmit,1.000,1.500,04/01/2021,5,2021,MONTHLY
City List,La Villa,Hidalgo,1.500,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Gregg Co ESD 2,,0.000,1.500,04/01/2020,5,2021,MONTHLY
City List,Port Arthur,Jefferson,1.375,1.500,04/01/2021,5,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 19,,0.000,2.000,10/01/2020,5,2021,MONTHLY
City List,Tenaha,Shelby,1.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Gunter,Grayson,2.000,2.000,10/01/2020,5,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 18,,0.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Bevil Oaks,Jefferson,1.000,1.500,04/01/2020,5,2021,MONTHLY
SPD List,Corinth Fire Control,,0.000,0.250,04/01/2021,5,2021,MONTHLY
City List,Mobile City,Rockwall,1.000,1.500,04/01/2020,5,2021,MONTHLY
SPD List,Bexar Co ESD 4,,0.000,1.500,04/01/2020,5,2021,MONTHLY
SPD List,Montgomery Co MD 1,,0.000,1.000,10/01/2020,5,2021,MONTHLY
SPD List,Williamson Co ESD 7-A,,0.000,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Wilson Co ESD 1,,0.000,1.000,04/01/2020,5,2021,MONTHLY
City List,Port Neches,Jefferson,1.500,1.500,04/01/2020,5,2021,MONTHLY
City List,Watauga,Tarrant,1.500,1.250,01/01/2021,5,2021,MONTHLY
SPD List,Smith Co ESD 2,,0.000,1.500,04/01/2020,5,2021,MONTHLY
City List,Oakwood,Leon,1.000,1.250,04/01/2021,5,2021,MONTHLY
City List,Arlington,Tarrant,1.750,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Smith Co ESD 2-A,,0.000,0.500,04/01/2020,5,2021,MONTHLY
City List,Argyle,Denton,1.750,1.500,04/01/2021,5,2021,MONTHLY
SPD List,Holland Mun Dev Dist,,0.000,0.250,04/01/2021,5,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 17,,0.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Novice,Coleman,0.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Sunnyvale,Dallas,2.000,2.000,04/01/2020,5,2021,MONTHLY
SPD List,Jasper Co ESD 4-A,,0.000,1.500,04/01/2021,5,2021,MONTHLY
SPD List,Wood Trace Mgmt Dist,,0.000,1.000,10/01/2020,5,2021,MONTHLY
City List,Beach City,Chambers,0.000,1.500,04/01/2020,5,2021,MONTHLY
SPD List,Jasper Co ESD 4,,0.000,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Austin Co ESD 2,,0.000,1.500,04/01/2021,5,2021,MONTHLY
City List,Campbell,Hunt,1.000,1.500,04/01/2020,5,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 16,,0.000,2.000,04/01/2020,5,2021,MONTHLY
City List,New Berlin,Guadalupe,1.250,1.500,04/01/2021,5,2021,MONTHLY
SPD List,Jasper Co ESD 4-B,,0.000,0.500,04/01/2021,5,2021,MONTHLY
SPD List,Caldwell Co ESD 3,,0.000,1.500,04/01/2020,5,2021,MONTHLY
City List,Follett,Lipscomb,1.500,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Burnet Co ESD 5,,0.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Buffalo Gap,Taylor,2.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Anton,Hockley,1.000,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Brazos Co ESD 2,,0.000,1.500,04/01/2021,5,2021,MONTHLY
SPD List,Burnet Co ESD 2,,0.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Holland,Bell,1.250,1.000,01/01/2021,5,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 20,,0.000,2.000,04/01/2020,5,2021,MONTHLY
City List,Muleshoe,Bailey,1.500,1.500,07/01/2020,5,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 21,,0.000,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Bexar Co ESD 11,,0.000,1.500,07/01/2020,5,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 2,,0.000,2.000,04/01/2020,5,2021,MONTHLY
City List,Palmview,Hidalgo,1.000,1.500,04/01/2021,5,2021,MONTHLY
City List,Corinth,Denton,1.750,1.500,01/01/2021,5,2021,MONTHLY
City List,South Frydek,Austin,0.000,1.000,04/01/2020,5,2021,MONTHLY
City List,Alvarado,Johnson,2.000,2.000,04/01/2021,5,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 22,,0.000,2.000,10/01/2020,5,2021,MONTHLY
City List,Highland Haven,Burnet,0.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Hill Country Village,Bexar,2.000,2.000,07/01/2020,5,2021,MONTHLY
SPD List,Liberty Co ESD 7-A,,0.000,1.500,04/01/2020,5,2021,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.375,01/01/2021,5,2021,MONTHLY
SPD List,Wilson Co ESD 3,,0.000,1.000,04/01/2021,5,2021,MONTHLY
SPD List,Midland Co Hosp Dist,,0.000,0.250,01/01/2021,5,2021,MONTHLY
SPD List,Argyle Mun Dev Dist,,0.000,0.250,04/01/2021,5,2021,MONTHLY
SPD List,Westside 211 SID,,0.000,1.500,10/01/2020,5,2021,MONTHLY
City List,Follett,Lipscomb,2.000,1.500,01/01/2021,5,2021,MONTHLY
SPD List,Hardin Co ESD 4,,0.000,2.000,04/01/2020,5,2021,MONTHLY
City List,Memphis,Hall,2.000,2.000,04/01/2021,5,2021,MONTHLY
City List,Ivanhoe,Tyler,1.500,1.500,04/01/2020,5,2021,MONTHLY
City List,Tool,Henderson,1.000,2.000,04/01/2020,5,2021,MONTHLY
SPD List,Waller-Harris ESD 200,,0.000,1.000,04/01/2021,5,2021,MONTHLY
City List,Gustine,Comanche,1.500,1.000,04/01/2021,5,2021,MONTHLY
City List,Port Arthur,Jefferson,1.375,1.500,04/01/2021,6,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 3,,0.000,2.000,04/01/2021,6,2021,MONTHLY
City List,Tenaha,Shelby,1.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Bexar Co ESD 4,,0.000,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Jasper Co ESD 4-A,,0.000,1.500,04/01/2021,6,2021,MONTHLY
SPD List,Wilson Co ESD 3,,0.000,1.000,04/01/2021,6,2021,MONTHLY
SPD List,Liberty Co ESD 7-A,,0.000,1.500,04/01/2020,6,2021,MONTHLY
City List,Asherton,Dimmit,1.000,1.500,04/01/2021,6,2021,MONTHLY
SPD List,Holland Mun Dev Dist,,0.000,0.250,04/01/2021,6,2021,MONTHLY
SPD List,Austin Co ESD 2,,0.000,1.500,04/01/2021,6,2021,MONTHLY
SPD List,Smith Co ESD 2-B,,0.000,0.250,04/01/2020,6,2021,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.375,01/01/2021,6,2021,MONTHLY
City List,Gustine,Comanche,1.500,1.000,04/01/2021,6,2021,MONTHLY
City List,Buffalo Gap,Taylor,2.000,2.000,04/01/2021,6,2021,MONTHLY
City List,Hill Country Village,Bexar,2.000,2.000,07/01/2020,6,2021,MONTHLY
City List,Anton,Hockley,1.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 21,,0.000,2.000,04/01/2021,6,2021,MONTHLY
City List,Campbell,Hunt,1.000,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Westside 211 SID,,0.000,1.500,10/01/2020,6,2021,MONTHLY
SPD List,Corinth Fire Control,,0.000,0.250,04/01/2021,6,2021,MONTHLY
SPD List,Wilson Co ESD 1,,0.000,1.000,04/01/2020,6,2021,MONTHLY
SPD List,Brazos Co ESD 2,,0.000,1.500,04/01/2021,6,2021,MONTHLY
City List,Sunnyvale,Dallas,2.000,2.000,04/01/2020,6,2021,MONTHLY
City List,New Berlin,Guadalupe,1.250,1.500,04/01/2021,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 22,,0.000,2.000,10/01/2020,6,2021,MONTHLY
City List,Corinth,Denton,1.750,1.500,01/01/2021,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 18,,0.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Smith Co ESD 2-A,,0.000,0.500,04/01/2020,6,2021,MONTHLY
City List,South Frydek,Austin,0.000,1.000,04/01/2020,6,2021,MONTHLY
City List,Alvarado,Johnson,2.000,2.000,04/01/2021,6,2021,MONTHLY
City List,Oakwood,Leon,1.000,1.250,04/01/2021,6,2021,MONTHLY
City List,Ivanhoe,Tyler,1.500,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Caldwell Co ESD 3-A,,0.000,0.250,04/01/2020,6,2021,MONTHLY
SPD List,Burnet Co ESD 2,,0.000,2.000,04/01/2021,6,2021,MONTHLY
City List,Mobile City,Rockwall,1.000,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 17,,0.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Williamson Co ESD 7-A,,0.000,2.000,04/01/2021,6,2021,MONTHLY
City List,Watauga,Tarrant,1.500,1.250,01/01/2021,6,2021,MONTHLY
City List,Beach City,Chambers,0.000,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Jasper Co ESD 4-B,,0.000,0.500,04/01/2021,6,2021,MONTHLY
SPD List,Montgomery Co MD 1,,0.000,1.000,10/01/2020,6,2021,MONTHLY
SPD List,Wood Trace Mgmt Dist,,0.000,1.000,10/01/2020,6,2021,MONTHLY
City List,Gunter,Grayson,2.000,2.000,10/01/2020,6,2021,MONTHLY
City List,Palmview,Hidalgo,1.000,1.500,04/01/2021,6,2021,MONTHLY
SPD List,Burnet Co ESD 5,,0.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Jasper Co ESD 4,,0.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 2,,0.000,2.000,04/01/2020,6,2021,MONTHLY
City List,Tool,Henderson,1.000,2.000,04/01/2020,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 19,,0.000,2.000,10/01/2020,6,2021,MONTHLY
City List,Follett,Lipscomb,2.000,1.500,01/01/2021,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 16,,0.000,2.000,04/01/2020,6,2021,MONTHLY
City List,Muleshoe,Bailey,1.500,1.500,07/01/2020,6,2021,MONTHLY
SPD List,Caldwell Co ESD 3,,0.000,1.500,04/01/2020,6,2021,MONTHLY
City List,Argyle,Denton,1.750,1.500,04/01/2021,6,2021,MONTHLY
City List,Highland Haven,Burnet,0.000,2.000,04/01/2021,6,2021,MONTHLY
City List,Bevil Oaks,Jefferson,1.000,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Bexar Co ESD 11,,0.000,1.500,07/01/2020,6,2021,MONTHLY
SPD List,Gregg Co ESD 2,,0.000,1.500,04/01/2020,6,2021,MONTHLY
City List,Arlington,Tarrant,1.750,2.000,04/01/2021,6,2021,MONTHLY
City List,Follett,Lipscomb,1.500,2.000,04/01/2021,6,2021,MONTHLY
City List,Memphis,Hall,2.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Midland Co Hosp Dist,,0.000,0.250,01/01/2021,6,2021,MONTHLY
City List,Holland,Bell,1.250,1.000,01/01/2021,6,2021,MONTHLY
SPD List,Argyle Mun Dev Dist,,0.000,0.250,04/01/2021,6,2021,MONTHLY
SPD List,Waller-Harris ESD 200,,0.000,1.000,04/01/2021,6,2021,MONTHLY
City List,Port Neches,Jefferson,1.500,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Smith Co ESD 2,,0.000,1.500,04/01/2020,6,2021,MONTHLY
SPD List,Hardin Co ESD 4,,0.000,2.000,04/01/2020,6,2021,MONTHLY
City List,La Villa,Hidalgo,1.500,2.000,04/01/2021,6,2021,MONTHLY
City List,Novice,Coleman,0.000,2.000,04/01/2021,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 20,,0.000,2.000,04/01/2020,6,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 18,,0.000,2.000,04/01/2021,7,2021,MONTHLY
City List,New Berlin,Guadalupe,1.250,1.500,04/01/2021,7,2021,MONTHLY
SPD List,Corinth Fire Control,,0.000,0.250,04/01/2021,7,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 19,,0.000,2.000,10/01/2020,7,2021,MONTHLY
City List,Follett,Lipscomb,1.500,2.000,04/01/2021,7,2021,MONTHLY
City List,Highland Haven,Burnet,0.000,2.000,04/01/2021,7,2021,MONTHLY
SPD List,Bexar Co ESD 11,,0.000,1.500,07/01/2020,7,2021,MONTHLY
City List,Detroit,Red River,1.000,1.500,07/01/2021,7,2021,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.375,01/01/2021,7,2021,MONTHLY
SPD List,Travis Co ESD 1,,0.000,1.000,07/01/2021,7,2021,MONTHLY
City List,Port Arthur,Jefferson,1.375,1.500,04/01/2021,7,2021,MONTHLY
SPD List,Midland Co Hosp Dist,,0.000,0.250,01/01/2021,7,2021,MONTHLY
City List,Palmview,Hidalgo,1.000,1.500,04/01/2021,7,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 22,,0.000,2.000,10/01/2020,7,2021,MONTHLY
SPD List,Argyle Mun Dev Dist,,0.000,0.250,04/01/2021,7,2021,MONTHLY
SPD List,Burnet Co ESD 5,,0.000,2.000,04/01/2021,7,2021,MONTHLY
City List,Gunter,Grayson,2.000,2.000,10/01/2020,7,2021,MONTHLY
City List,Argyle,Denton,1.750,1.500,04/01/2021,7,2021,MONTHLY
City List,Memphis,Hall,2.000,2.000,04/01/2021,7,2021,MONTHLY
SPD List,Jasper Co ESD 4-A,,0.000,1.500,04/01/2021,7,2021,MONTHLY
City List,Anton,Hockley,1.000,2.000,04/01/2021,7,2021,MONTHLY
City List,Novice,Coleman,0.000,2.000,04/01/2021,7,2021,MONTHLY
SPD List,Burnet Co ESD 2,,0.000,2.000,04/01/2021,7,2021,MONTHLY
SPD List,Jasper Co ESD 4,,0.000,2.000,04/01/2021,7,2021,MONTHLY
City List,Hill Country Village,Bexar,2.000,2.000,07/01/2020,7,2021,MONTHLY
City List,Alvarado,Johnson,2.000,2.000,04/01/2021,7,2021,MONTHLY
SPD List,Westside 211 SID,,0.000,1.500,10/01/2020,7,2021,MONTHLY
City List,Tenaha,Shelby,1.000,2.000,04/01/2021,7,2021,MONTHLY
City List,Follett,Lipscomb,2.000,1.500,01/01/2021,7,2021,MONTHLY
City List,Gustine,Comanche,1.500,1.000,04/01/2021,7,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 21,,0.000,2.000,04/01/2021,7,2021,MONTHLY
City List,Buffalo Gap,Taylor,2.000,2.000,04/01/2021,7,2021,MONTHLY
City List,Arlington,Tarrant,1.750,2.000,04/01/2021,7,2021,MONTHLY
City List,La Villa,Hidalgo,1.500,2.000,04/01/2021,7,2021,MONTHLY
SPD List,Wood Trace Mgmt Dist,,0.000,1.000,10/01/2020,7,2021,MONTHLY
City List,Oakwood,Leon,1.000,1.250,04/01/2021,7,2021,MONTHLY
SPD List,Brazos Co ESD 2,,0.000,1.500,04/01/2021,7,2021,MONTHLY
City List,Muleshoe,Bailey,1.500,1.500,07/01/2020,7,2021,MONTHLY
City List,Asherton,Dimmit,1.000,1.500,04/01/2021,7,2021,MONTHLY
SPD List,Austin Co ESD 2,,0.000,1.500,04/01/2021,7,2021,MONTHLY
SPD List,Wilson Co ESD 3,,0.000,1.000,04/01/2021,7,2021,MONTHLY
SPD List,Williamson Co ESD 7-A,,0.000,2.000,04/01/2021,7,2021,MONTHLY
City List,De Soto,Dallas,2.000,2.000,07/01/2021,7,2021,MONTHLY
SPD List,Waller-Harris ESD 200,,0.000,1.000,04/01/2021,7,2021,MONTHLY
SPD List,Jasper Co ESD 4-B,,0.000,0.500,04/01/2021,7,2021,MONTHLY
City List,Watauga,Tarrant,1.500,1.250,01/01/2021,7,2021,MONTHLY
SPD List,Holland Mun Dev Dist,,0.000,0.250,04/01/2021,7,2021,MONTHLY
City List,Holland,Bell,1.250,1.000,01/01/2021,7,2021,MONTHLY
City List,De Kalb,Bowie,1.500,1.500,07/01/2021,7,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 17,,0.000,2.000,04/01/2021,7,2021,MONTHLY
City List,Corinth,Denton,1.750,1.500,01/01/2021,7,2021,MONTHLY
City List,Benavides,Duval,1.000,2.000,07/01/2021,7,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 3,,0.000,2.000,04/01/2021,7,2021,MONTHLY
SPD List,Montgomery Co MD 1,,0.000,1.000,10/01/2020,7,2021,MONTHLY
City List,Watauga,Tarrant,1.500,1.250,01/01/2021,8,2021,MONTHLY
City List,Port Arthur,Jefferson,1.375,1.500,04/01/2021,8,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 3,,0.000,2.000,04/01/2021,8,2021,MONTHLY
City List,Buffalo Gap,Taylor,2.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Jasper Co ESD 4-B,,0.000,0.500,04/01/2021,8,2021,MONTHLY
City List,New Berlin,Guadalupe,1.250,1.500,04/01/2021,8,2021,MONTHLY
SPD List,Montgomery Co MD 1,,0.000,1.000,10/01/2020,8,2021,MONTHLY
SPD List,Bexar Co ESD 11,,0.000,1.500,07/01/2020,8,2021,MONTHLY
City List,Detroit,Red River,1.000,1.500,07/01/2021,8,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 21,,0.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Burnet Co ESD 2,,0.000,2.000,04/01/2021,8,2021,MONTHLY
City List,Follett,Lipscomb,1.500,2.000,04/01/2021,8,2021,MONTHLY
City List,Anton,Hockley,1.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Corinth Fire Control,,0.000,0.250,04/01/2021,8,2021,MONTHLY
City List,Muleshoe,Bailey,1.500,1.500,07/01/2020,8,2021,MONTHLY
City List,Argyle,Denton,1.750,1.500,04/01/2021,8,2021,MONTHLY
City List,Gustine,Comanche,1.500,1.000,04/01/2021,8,2021,MONTHLY
City List,De Kalb,Bowie,1.500,1.500,07/01/2021,8,2021,MONTHLY
City List,Tenaha,Shelby,1.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Midland Co Hosp Dist,,0.000,0.250,01/01/2021,8,2021,MONTHLY
City List,Highland Haven,Burnet,0.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Westside 211 SID,,0.000,1.500,10/01/2020,8,2021,MONTHLY
City List,Benavides,Duval,1.000,2.000,07/01/2021,8,2021,MONTHLY
City List,Gunter,Grayson,2.000,2.000,10/01/2020,8,2021,MONTHLY
SPD List,Burnet Co ESD 5,,0.000,2.000,04/01/2021,8,2021,MONTHLY
City List,Alvarado,Johnson,2.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Jasper Co ESD 4,,0.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Brazos Co ESD 2,,0.000,1.500,04/01/2021,8,2021,MONTHLY
City List,Hill Country Village,Bexar,2.000,2.000,07/01/2020,8,2021,MONTHLY
City List,De Soto,Dallas,2.000,2.000,07/01/2021,8,2021,MONTHLY
SPD List,Argyle Mun Dev Dist,,0.000,0.250,04/01/2021,8,2021,MONTHLY
SPD List,Williamson Co ESD 7-A,,0.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Holland Mun Dev Dist,,0.000,0.250,04/01/2021,8,2021,MONTHLY
SPD List,Wood Trace Mgmt Dist,,0.000,1.000,10/01/2020,8,2021,MONTHLY
City List,Memphis,Hall,2.000,2.000,04/01/2021,8,2021,MONTHLY
City List,Arlington,Tarrant,1.750,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 17,,0.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Jasper Co ESD 4-A,,0.000,1.500,04/01/2021,8,2021,MONTHLY
City List,Holland,Bell,1.250,1.000,01/01/2021,8,2021,MONTHLY
City List,Follett,Lipscomb,2.000,1.500,01/01/2021,8,2021,MONTHLY
City List,Asherton,Dimmit,1.000,1.500,04/01/2021,8,2021,MONTHLY
City List,La Villa,Hidalgo,1.500,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 19,,0.000,2.000,10/01/2020,8,2021,MONTHLY
City List,Palmview,Hidalgo,1.000,1.500,04/01/2021,8,2021,MONTHLY
City List,Novice,Coleman,0.000,2.000,04/01/2021,8,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 22,,0.000,2.000,10/01/2020,8,2021,MONTHLY
SPD List,Travis Co ESD 1,,0.000,1.000,07/01/2021,8,2021,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.375,01/01/2021,8,2021,MONTHLY
City List,Corinth,Denton,1.750,1.500,01/01/2021,8,2021,MONTHLY
SPD List,Austin Co ESD 2,,0.000,1.500,04/01/2021,8,2021,MONTHLY
SPD List,Waller-Harris ESD 200,,0.000,1.000,04/01/2021,8,2021,MONTHLY
SPD List,Wilson Co ESD 3,,0.000,1.000,04/01/2021,8,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 18,,0.000,2.000,04/01/2021,8,2021,MONTHLY
City List,Oakwood,Leon,1.000,1.250,04/01/2021,8,2021,MONTHLY
City List,Palmview,Hidalgo,1.000,1.500,04/01/2021,9,2021,MONTHLY
City List,Gustine,Comanche,1.500,1.000,04/01/2021,9,2021,MONTHLY
City List,De Soto,Dallas,2.000,2.000,07/01/2021,9,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 18,,0.000,2.000,04/01/2021,9,2021,MONTHLY
City List,Benavides,Duval,1.000,2.000,07/01/2021,9,2021,MONTHLY
SPD List,Travis Co ESD 1,,0.000,1.000,07/01/2021,9,2021,MONTHLY
City List,Alvarado,Johnson,2.000,2.000,04/01/2021,9,2021,MONTHLY
City List,Argyle,Denton,1.750,1.500,04/01/2021,9,2021,MONTHLY
City List,Anton,Hockley,1.000,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Waller-Harris ESD 200,,0.000,1.000,04/01/2021,9,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 19,,0.000,2.000,10/01/2020,9,2021,MONTHLY
City List,Buffalo Gap,Taylor,2.000,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Brazos Co ESD 2,,0.000,1.500,04/01/2021,9,2021,MONTHLY
City List,Arlington,Tarrant,1.750,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 22,,0.000,2.000,10/01/2020,9,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 17,,0.000,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Westside 211 SID,,0.000,1.500,10/01/2020,9,2021,MONTHLY
City List,De Kalb,Bowie,1.500,1.500,07/01/2021,9,2021,MONTHLY
SPD List,Jasper Co ESD 4,,0.000,2.000,04/01/2021,9,2021,MONTHLY
City List,Highland Haven,Burnet,0.000,2.000,04/01/2021,9,2021,MONTHLY
City List,Oakwood,Leon,1.000,1.250,04/01/2021,9,2021,MONTHLY
SPD List,Ft Bend Co Asst Dis 21,,0.000,2.000,04/01/2021,9,2021,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.375,01/01/2021,9,2021,MONTHLY
SPD List,Midland Co Hosp Dist,,0.000,0.250,01/01/2021,9,2021,MONTHLY
City List,Novice,Coleman,0.000,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Jasper Co ESD 4-A,,0.000,1.500,04/01/2021,9,2021,MONTHLY
City List,Tenaha,Shelby,1.000,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Holland Mun Dev Dist,,0.000,0.250,04/01/2021,9,2021,MONTHLY
City List,Port Arthur,Jefferson,1.375,1.500,04/01/2021,9,2021,MONTHLY
SPD List,Wood Trace Mgmt Dist,,0.000,1.000,10/01/2020,9,2021,MONTHLY
SPD List,Montgomery Co MD 1,,0.000,1.000,10/01/2020,9,2021,MONTHLY
City List,Holland,Bell,1.250,1.000,01/01/2021,9,2021,MONTHLY
City List,Corinth,Denton,1.750,1.500,01/01/2021,9,2021,MONTHLY
SPD List,Williamson Co ESD 7-A,,0.000,2.000,04/01/2021,9,2021,MONTHLY
City List,New Berlin,Guadalupe,1.250,1.500,04/01/2021,9,2021,MONTHLY
City List,Hill Country Village,Bexar,2.000,2.000,07/01/2020,9,2021,MONTHLY
City List,Muleshoe,Bailey,1.500,1.500,07/01/2020,9,2021,MONTHLY
SPD List,Austin Co ESD 2,,0.000,1.500,04/01/2021,9,2021,MONTHLY
City List,La Villa,Hidalgo,1.500,2.000,04/01/2021,9,2021,MONTHLY
City List,Asherton,Dimmit,1.000,1.500,04/01/2021,9,2021,MONTHLY
SPD List,Burnet Co ESD 2,,0.000,2.000,04/01/2021,9,2021,MONTHLY
City List,Detroit,Red River,1.000,1.500,07/01/2021,9,2021,MONTHLY
City List,Follett,Lipscomb,1.500,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Corinth Fire Control,,0.000,0.250,04/01/2021,9,2021,MONTHLY
SPD List,Bexar Co ESD 11,,0.000,1.500,07/01/2020,9,2021,MONTHLY
City List,Gunter,Grayson,2.000,2.000,10/01/2020,9,2021,MONTHLY
City List,Watauga,Tarrant,1.500,1.250,01/01/2021,9,2021,MONTHLY
SPD List,Burnet Co ESD 5,,0.000,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Kaufman Co Asst Dist 3,,0.000,2.000,04/01/2021,9,2021,MONTHLY
SPD List,Jasper Co ESD 4-B,,0.000,0.500,04/01/2021,9,2021,MONTHLY
City List,Memphis,Hall,2.000,2.000,04/01/2021,9,2021,MONTHLY
City List,Follett,Lipscomb,2.000,1.500,01/01/2021,9,2021,MONTHLY
SPD List,Wilson Co ESD 3,,0.000,1.000,04/01/2021,9,2021,MONTHLY
SPD List,Argyle Mun Dev Dist,,0.000,0.250,04/01/2021,9,2021,MONTHLY
City List,Port Arthur,Jefferson,1.375,1.500,04/01/2021,10,2021,MONTHLY
City List,Memphis,Hall,2.000,2.000,04/01/2021,10,2021,MONTHLY
City List,Tenaha,Shelby,1.000,2.000,04/01/2021,10,2021,MONTHLY
