COUNTY,Measure Names,Profession,Measure Values
GUADALUPE ,POPULATION,Assistant Behavior Analyst,184455
GRIMES ,POPULATION,Assistant Behavior Analyst,29553
GREGG ,POPULATION,Assistant Behavior Analyst,126594
GRAYSON ,POPULATION,Assistant Behavior Analyst,134751
GRAY ,POPULATION,Assistant Behavior Analyst,24942
GONZALES ,POPULATION,Assistant Behavior Analyst,21790
GOLIAD ,POPULATION,Assistant Behavior Analyst,7886
GLASSCOCK ,POPULATION,Assistant Behavior Analyst,1412
GILLESPIE ,POPULATION,Assistant Behavior Analyst,26721
GARZA ,POPULATION,Assistant Behavior Analyst,6882
GALVESTON ,POPULATION,Assistant Behavior Analyst,376165
GAINES ,POPULATION,Assistant Behavior Analyst,23668
FRIO ,POPULATION,Assistant Behavior Analyst,20965
FREESTONE ,POPULATION,Assistant Behavior Analyst,19844
FRANKLIN ,POPULATION,Assistant Behavior Analyst,10996
FORT BEND ,POPULATION,Assistant Behavior Analyst,936811
FOARD ,POPULATION,Assistant Behavior Analyst,1234
FLOYD ,POPULATION,Assistant Behavior Analyst,5645
FISHER ,POPULATION,Assistant Behavior Analyst,3980
FAYETTE ,POPULATION,Assistant Behavior Analyst,26642
FANNIN ,POPULATION,Assistant Behavior Analyst,34753
FALLS ,POPULATION,Assistant Behavior Analyst,16285
ERATH ,POPULATION,Assistant Behavior Analyst,42775
ELLIS ,POPULATION,Assistant Behavior Analyst,187001
EL PASO ,POPULATION,Assistant Behavior Analyst,896675
EDWARDS ,POPULATION,Assistant Behavior Analyst,1953
ECTOR ,POPULATION,Assistant Behavior Analyst,203192
EASTLAND ,POPULATION,Assistant Behavior Analyst,18022
DUVAL ,POPULATION,Assistant Behavior Analyst,11698
DONLEY ,POPULATION,Assistant Behavior Analyst,3325
DIMMIT ,POPULATION,Assistant Behavior Analyst,12426
DICKENS ,POPULATION,Assistant Behavior Analyst,2101
DENTON ,POPULATION,Assistant Behavior Analyst,984554
DELTA ,POPULATION,Assistant Behavior Analyst,5382
DEAF SMITH ,POPULATION,Assistant Behavior Analyst,17865
DE WITT ,POPULATION,Assistant Behavior Analyst,22238
DAWSON ,POPULATION,Assistant Behavior Analyst,13528
DALLAS ,POPULATION,Assistant Behavior Analyst,2845619
DALLAM ,POPULATION,Assistant Behavior Analyst,7414
CULBERSON ,POPULATION,Assistant Behavior Analyst,2191
CROSBY ,POPULATION,Assistant Behavior Analyst,6582
CROCKETT ,POPULATION,Assistant Behavior Analyst,4110
CRANE ,POPULATION,Assistant Behavior Analyst,6908
COTTLE ,POPULATION,Assistant Behavior Analyst,1513
CORYELL ,POPULATION,Assistant Behavior Analyst,79516
COOKE ,POPULATION,Assistant Behavior Analyst,40085
CONCHO ,POPULATION,Assistant Behavior Analyst,4160
COMANCHE ,POPULATION,Assistant Behavior Analyst,12767
COMAL ,POPULATION,Assistant Behavior Analyst,162442
COLORADO ,POPULATION,Assistant Behavior Analyst,21376
COLLINGSWORTH ,POPULATION,Assistant Behavior Analyst,3276
COLLIN ,POPULATION,Assistant Behavior Analyst,1131673
COLEMAN ,POPULATION,Assistant Behavior Analyst,8373
COKE ,POPULATION,Assistant Behavior Analyst,3199
COCHRAN ,POPULATION,Assistant Behavior Analyst,3426
CLAY ,POPULATION,Assistant Behavior Analyst,9473
CHILDRESS ,POPULATION,Assistant Behavior Analyst,7035
CHEROKEE ,POPULATION,Assistant Behavior Analyst,52396
CHAMBERS ,POPULATION,Assistant Behavior Analyst,45161
CASTRO ,POPULATION,Assistant Behavior Analyst,6852
CASS ,POPULATION,Assistant Behavior Analyst,30123
CARSON ,POPULATION,Assistant Behavior Analyst,5748
CAMP ,POPULATION,Assistant Behavior Analyst,13609
CAMERON ,POPULATION,Assistant Behavior Analyst,432436
CALLAHAN ,POPULATION,Assistant Behavior Analyst,13494
CALHOUN ,POPULATION,Assistant Behavior Analyst,23166
CALDWELL ,POPULATION,Assistant Behavior Analyst,46261
BURNET ,POPULATION,Assistant Behavior Analyst,49893
BURLESON ,POPULATION,Assistant Behavior Analyst,17912
BROWN ,POPULATION,Assistant Behavior Analyst,38996
BROOKS ,POPULATION,Assistant Behavior Analyst,7144
BRISCOE ,POPULATION,Assistant Behavior Analyst,1546
BREWSTER ,POPULATION,Assistant Behavior Analyst,9033
BRAZOS ,POPULATION,Assistant Behavior Analyst,241769
BRAZORIA ,POPULATION,Assistant Behavior Analyst,397126
BOWIE ,POPULATION,Assistant Behavior Analyst,92377
BOSQUE ,POPULATION,Assistant Behavior Analyst,17633
BORDEN ,POPULATION,Assistant Behavior Analyst,700
BLANCO ,POPULATION,Assistant Behavior Analyst,11804
BEXAR ,POPULATION,Assistant Behavior Analyst,2214963
BELL ,POPULATION,Assistant Behavior Analyst,366458
BEE ,POPULATION,Assistant Behavior Analyst,35184
BAYLOR ,POPULATION,Assistant Behavior Analyst,3621
BASTROP ,POPULATION,Assistant Behavior Analyst,89909
BANDERA ,POPULATION,Assistant Behavior Analyst,21466
BAILEY ,POPULATION,Assistant Behavior Analyst,7874
AUSTIN ,POPULATION,Assistant Behavior Analyst,30974
ATASCOSA ,POPULATION,Assistant Behavior Analyst,54335
ARMSTRONG ,POPULATION,Assistant Behavior Analyst,1950
ARCHER ,POPULATION,Assistant Behavior Analyst,8228
ARANSAS ,POPULATION,Assistant Behavior Analyst,29270
ANGELINA ,POPULATION,Assistant Behavior Analyst,91271
ANDREWS ,POPULATION,Assistant Behavior Analyst,25522
ANDERSON ,POPULATION,Assistant Behavior Analyst,58031
